pc 1,pc 2,pc 3
0.850967862061349,-0.1081005695688611,-0.256970530832491
0.8335045439626922,-0.08485039994775781,-0.15742385097648043
0.8298190438822506,-0.08003163321284287,-0.15034317435340241
0.7885375597803868,-0.10948420566680087,0.3061390364411522
0.850967862061349,-0.1081005695688611,-0.256970530832491
0.8438975683170302,-0.11103764792052717,-0.25048607372527076
0.7971132500261948,-0.09713644345325695,-0.15712411218505645
0.7810062778106699,0.17313047873820575,-0.06941766896352597
0.8101258525824446,0.04189900152168316,0.007286792975038092
0.7874209432080888,-0.06008038753359721,-0.05355419203219769
0.7814129413968183,-0.09831537697727896,-0.19065361710119794
0.7874209432080888,-0.06008038753359721,-0.05355419203219769
0.776029997348656,0.06815915325707092,-0.3814352202030432
0.8761619960249394,-0.1567609514736024,-0.018864227220761476
0.8167837871951631,-0.27028388283862476,0.012229207841119527
0.8177619934371982,-0.2705392463211203,0.013462771816381058
0.7384707212235473,0.06468131078090578,0.24871746992205207
0.8581502080818242,-0.16995998159824863,0.040203236139485454
0.8352227367045539,-0.20354422142986475,-0.27813512368314275
0.8009452882034076,-0.135871346672613,0.2265791697261778
0.7635165824005856,-0.06650276871070199,0.10191537680762913
0.8054723604407836,-0.12143829430955339,-0.11943503849700637
0.8053227548936348,-0.10115740489093844,-0.015108123348193558
0.7873598800059576,-0.1341333023712844,-0.04699334358625523
0.7863559442489689,0.002093904838471272,-0.08071140022490186
0.7726682032827799,-0.044785465541934716,-0.182522352593822
0.7953467998861143,-0.060886153940018284,-0.08305975745098604
0.8053227548936348,-0.10115740489093844,-0.015108123348193558
0.8392349362526998,-0.08970529958819451,-0.26390333030422264
0.8243325049710737,0.030787802589479968,-0.10623863293777608
0.7822347552440383,-0.007669159570931561,-0.22430268287090405
0.8154180815345597,0.10381273883781367,-0.16299983604628143
0.7843006880320551,-0.11031454152566125,-0.06945755181634261
0.8129676890064199,-0.13334044107478624,-0.10194813473860165
0.7479203784976347,-0.06829779995609295,-0.20558916771040167
0.8485430937892464,-0.06462066685044088,-0.08719588034818437
0.8276552197354552,0.09094808732290013,-0.053178491857357846
0.7782458383306645,0.03455249589563361,0.1685901669426138
0.8555215681163288,0.012619133411576777,-0.5084747848701351
0.7873415143493669,-0.0527089625859489,-0.04326210417022269
0.7873415143493669,-0.0527089625859489,-0.04326210417022269
0.8319976284396198,-0.21843395114977612,-0.12917662072267105
0.8342073064377467,0.04580871554352342,0.057889152826780976
0.8553121129584909,-0.008079524662466614,-0.06183237300953959
0.8266505816921268,-0.027539957925225178,-0.28343136734682245
0.752199989376896,0.39036576113905436,-0.5489570254563033
0.821274785703503,-0.18473511820557728,-0.09677324094537326
0.7846111590197495,-0.12118753978203134,0.06029866106544707
0.7804460424244215,-0.06098957228449667,-0.16258659892571425
0.7184760890992061,-0.0913343519349901,-0.14441272168267646
0.8374763632762712,-0.14902996481853956,-0.009228191934793295
0.7940270250052346,0.03079256100629696,-0.14381773119386115
0.790949540941533,0.034006901011825186,-0.1376593952154102
0.753435197419734,-0.17320443933968763,0.02241316735298904
0.7580238907089396,0.04710813349089532,0.014973112148674805
0.8268509328620202,-0.12377805298981509,-0.1608713956814117
0.8093254622487538,-0.13273813959993214,0.18974706058132546
0.8107853466372732,-0.19474964285968574,-0.10200226241494187
0.8200123815667562,-0.06466120801055386,-0.1494454080352566
0.7707431415203383,-0.01926745631500315,-0.03804746167696299
0.8190235006148863,-0.17302516172473767,-0.037140584528999654
0.788424154319133,-0.17212425463422895,-0.031140955129848658
